hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,total_stay_nights,adults,children,babies,total_guests,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date
City Hotel,1,83,2016,August,22,10,1,1,2,1,0,0,1,BB,ESP,Direct,Corporate,0,0,1,D,D,1,No Deposit,73,22,0,Transient,108.3,1,2,Canceled,2016-06-15
Resort Hotel,0,27,2015,July,2,7,2,2,4,1,0,0,1,BB,NLD,Direct,TA/TO,0,0,0,A,A,0,Non Refund,109,22,0,Transient,68.57,0,2,Check-Out,2016-06-15
City Hotel,0,8,2016,March,50,8,0,5,5,2,0,0,2,SC,NLD,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,279,0,0,Transient,120.92,0,1,Check-Out,2016-06-15
Resort Hotel,0,2,2016,October,9,14,2,7,9,2,0,0,2,SC,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,269,0,0,Transient,92.68,0,0,Check-Out,2016-06-15
City Hotel,1,28,2015,August,29,4,1,1,2,2,0,0,2,BB,DEU,Online TA,TA/TO,0,0,0,A,A,3,Non Refund,200,22,0,Transient,44.23,0,0,Canceled,2016-06-15
City Hotel,0,9,2016,May,33,27,2,1,3,2,1,0,3,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,138,0,0,Transient,98.95,0,0,Check-Out,2016-06-15
City Hotel,1,40,2017,August,10,11,1,1,2,2,0,0,2,BB,GBR,Online TA,Corporate,0,0,0,A,A,0,No Deposit,398,22,0,Transient,167.44,0,0,Canceled,2016-06-15
City Hotel,0,148,2016,February,28,10,2,2,4,2,0,0,2,HB,DEU,Groups,Direct,0,0,0,A,A,0,No Deposit,421,0,30,Transient-Party,119.49,0,1,Check-Out,2016-06-15
City Hotel,1,125,2016,June,46,17,3,3,6,1,0,0,1,SC,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,70,0,0,Transient,110.29,0,0,Canceled,2016-06-15
Resort Hotel,0,94,2016,March,46,5,0,7,7,2,0,0,2,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,Non Refund,388,0,0,Transient,83.57,0,0,Check-Out,2016-06-15
City Hotel,1,191,2016,January,39,10,0,5,5,1,0,0,1,SC,NLD,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,140,22,0,Transient,87.43,0,0,Canceled,2016-06-15
City Hotel,1,33,2017,May,12,10,2,3,5,2,0,0,2,HB,DEU,Online TA,TA/TO,0,0,0,D,D,0,Non Refund,137,0,0,Transient,155.49,0,0,Canceled,2016-06-15
Resort Hotel,0,216,2016,March,22,22,0,2,2,2,0,0,2,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,Non Refund,269,0,0,Contract,94.54,0,0,Check-Out,2016-06-15
Resort Hotel,1,50,2015,August,6,7,1,2,3,1,0,0,1,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,427,22,0,Transient-Party,112.22,1,0,Canceled,2016-06-15
City Hotel,0,51,2016,August,45,17,0,3,3,1,0,0,1,BB,DEU,Online TA,TA/TO,0,0,1,A,E,0,No Deposit,63,22,0,Transient-Party,118.61,0,1,Check-Out,2016-06-15
City Hotel,0,51,2016,March,40,20,1,3,4,1,0,0,1,BB,IRL,Direct,TA/TO,0,0,0,A,A,1,No Deposit,120,22,0,Transient,60.74,0,0,Check-Out,2016-06-15
City Hotel,0,10,2016,January,23,12,0,2,2,2,2,0,4,BB,NLD,Online TA,Corporate,0,0,0,A,A,0,No Deposit,290,0,0,Transient,19.97,1,3,Check-Out,2016-06-15
City Hotel,1,370,2017,September,34,5,0,2,2,1,0,0,1,BB,PRT,Direct,Direct,0,0,0,A,A,1,No Deposit,471,22,0,Transient-Party,61.72,1,2,Canceled,2016-06-15
Resort Hotel,0,14,2017,January,42,5,1,3,4,2,0,0,2,BB,FRA,Direct,TA/TO,0,0,0,A,A,0,No Deposit,155,0,5,Transient,51.0,0,1,Check-Out,2016-06-15
City Hotel,0,41,2015,May,38,23,0,3,3,2,2,0,4,BB,NLD,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,23,22,0,Transient,149.67,0,1,Check-Out,2016-06-15
City Hotel,1,38,2017,June,16,4,1,2,3,2,0,0,2,BB,NLD,Groups,TA/TO,0,0,0,A,A,0,No Deposit,269,22,10,Transient,67.92,0,0,Canceled,2016-06-15
City Hotel,1,7,2016,September,10,26,0,3,3,2,0,0,2,BB,FRA,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,407,0,0,Transient,80.9,0,1,Canceled,2016-06-15
City Hotel,1,16,2017,October,47,7,2,2,4,2,0,0,2,BB,ESP,Groups,TA/TO,0,1,0,F,F,0,Non Refund,352,22,0,Transient-Party,120.13,0,0,Canceled,2016-06-15
City Hotel,1,4,2017,August,21,24,1,2,3,1,0,0,1,BB,NLD,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,323,0,0,Transient,80.67,0,2,Canceled,2016-06-15
City Hotel,0,34,2016,April,52,2,1,6,7,1,2,0,3,BB,PRT,Direct,TA/TO,0,0,0,A,B,0,No Deposit,114,0,0,Transient,132.98,0,0,Check-Out,2016-06-15
City Hotel,0,201,2016,August,10,1,1,3,4,2,0,0,2,SC,NLD,Groups,TA/TO,0,0,0,A,A,1,No Deposit,161,0,0,Transient,181.45,0,1,Check-Out,2016-06-15
Resort Hotel,0,41,2017,April,11,26,0,2,2,2,0,0,2,SC,NLD,Groups,TA/TO,0,0,0,A,A,1,No Deposit,40,0,0,Transient,145.75,0,1,Check-Out,2016-06-15
City Hotel,0,13,2016,April,21,10,2,2,4,2,0,0,2,BB,NLD,Groups,TA/TO,0,0,2,B,B,0,No Deposit,129,22,0,Transient-Party,130.59,0,0,Check-Out,2016-06-15
City Hotel,1,103,2016,July,25,1,2,2,4,2,0,0,2,BB,NLD,Online TA,TA/TO,1,0,0,E,E,1,No Deposit,290,22,0,Transient,79.5,0,0,Canceled,2016-06-15
City Hotel,1,568,2016,August,34,13,1,1,2,1,0,0,1,BB,PRT,Online TA,Direct,0,0,0,A,A,2,No Deposit,463,22,0,Transient,94.12,0,0,Canceled,2016-06-15
Resort Hotel,0,26,2017,January,31,17,0,2,2,2,0,1,3,BB,PRT,Online TA,Direct,0,0,0,D,D,0,No Deposit,358,22,0,Transient,105.92,0,2,Check-Out,2016-06-15
City Hotel,1,32,2017,February,27,9,2,5,7,1,0,0,1,SC,PRT,Online TA,TA/TO,0,0,0,A,D,1,No Deposit,428,22,0,Transient,145.75,0,3,Canceled,2016-06-15
Resort Hotel,0,357,2016,September,25,4,2,2,4,4,0,0,4,BB,GBR,Online TA,Direct,0,0,0,F,F,2,No Deposit,494,0,0,Transient,103.52,0,1,Check-Out,2016-06-15
City Hotel,0,19,2017,October,42,9,1,3,4,3,0,0,3,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,119,22,0,Transient-Party,94.29,0,0,Check-Out,2016-06-15
City Hotel,0,71,2016,July,32,7,3,1,4,1,0,0,1,SC,ITA,Direct,TA/TO,0,0,0,D,D,0,No Deposit,151,22,0,Transient,155.26,0,0,Check-Out,2016-06-15
City Hotel,0,27,2017,June,44,23,1,2,3,2,0,0,2,BB,NLD,Direct,Direct,0,0,3,D,D,0,No Deposit,362,0,0,Transient,138.44,0,0,Check-Out,2016-06-15
Resort Hotel,1,269,2016,October,11,2,0,5,5,2,0,0,2,BB,PRT,Groups,TA/TO,0,0,0,B,B,2,No Deposit,98,0,0,Transient-Party,48.24,0,0,Canceled,2016-06-15
City Hotel,0,399,2015,August,47,18,0,2,2,1,0,0,1,BB,FRA,Direct,TA/TO,0,0,0,A,A,0,No Deposit,45,0,0,Transient-Party,123.83,0,2,Check-Out,2016-06-15
City Hotel,0,168,2015,July,26,28,1,2,3,1,0,0,1,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,408,0,0,Transient,85.03,0,1,Check-Out,2016-06-15
City Hotel,0,37,2015,May,36,21,1,1,2,2,0,0,2,BB,NLD,Groups,TA/TO,1,0,0,A,F,0,Non Refund,227,22,0,Transient,198.58,0,1,Check-Out,2016-06-15
City Hotel,1,51,2015,March,37,15,0,1,1,1,0,0,1,BB,PRT,Corporate,TA/TO,0,1,0,A,D,0,No Deposit,130,0,0,Transient,96.8,0,0,Canceled,2016-06-15
City Hotel,0,27,2017,June,33,10,0,3,3,2,0,0,2,BB,PRT,Offline TA/TO,Direct,0,0,0,D,D,0,No Deposit,334,22,0,Transient,114.28,1,0,Check-Out,2016-06-15
City Hotel,0,221,2016,April,33,17,2,3,5,2,0,0,2,BB,PRT,Online TA,GDS,0,0,0,A,A,0,No Deposit,354,0,0,Transient-Party,138.91,0,0,Check-Out,2016-06-15
Resort Hotel,0,245,2017,May,42,7,0,3,3,2,0,0,2,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,385,0,0,Transient,152.91,0,0,Check-Out,2016-06-15
Resort Hotel,0,54,2016,July,36,11,1,2,3,2,0,0,2,BB,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,11,22,0,Transient-Party,123.51,1,1,Check-Out,2016-06-15
City Hotel,0,106,2016,March,13,7,0,2,2,1,0,0,1,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,289,0,0,Transient,123.14,0,2,Check-Out,2016-06-15
City Hotel,0,18,2016,September,14,11,0,1,1,2,0,0,2,HB,FRA,Groups,TA/TO,0,0,0,A,A,2,No Deposit,108,22,0,Transient,139.98,0,0,Check-Out,2016-06-15
City Hotel,1,57,2017,March,51,24,1,4,5,2,0,0,2,BB,ESP,Groups,Direct,0,0,0,A,A,0,No Deposit,439,22,0,Transient,104.29,0,2,Canceled,2016-06-15
Resort Hotel,0,99,2016,June,37,23,2,2,4,2,0,0,2,SC,ESP,Groups,Direct,0,0,0,A,A,0,No Deposit,361,22,0,Transient,98.6,0,1,Check-Out,2016-06-15
Resort Hotel,0,48,2017,September,43,24,2,1,3,4,0,0,4,BB,ITA,Online TA,TA/TO,0,2,0,D,D,0,No Deposit,270,22,0,Transient,130.77,0,0,Check-Out,2016-06-15
City Hotel,0,44,2017,June,40,15,0,1,1,2,0,0,2,SC,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,118,0,0,Transient,127.7,0,0,Check-Out,2016-06-15
Resort Hotel,0,0,2015,May,1,19,1,2,3,2,0,0,2,BB,NLD,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,303,22,0,Contract,107.35,0,0,Check-Out,2016-06-15
City Hotel,0,163,2015,June,5,19,2,1,3,1,0,0,1,SC,FRA,Groups,TA/TO,0,0,0,A,A,1,No Deposit,264,0,0,Transient-Party,122.21,0,0,Check-Out,2016-06-15
Resort Hotel,0,220,2017,October,30,24,0,5,5,1,0,0,1,HB,NLD,Direct,TA/TO,0,0,0,A,A,0,Refundable,380,0,0,Transient,147.55,0,0,Check-Out,2016-06-15
City Hotel,0,348,2017,December,18,25,0,2,2,2,0,0,2,BB,NLD,Online TA,TA/TO,0,0,0,A,A,0,Non Refund,142,0,10,Transient,95.3,0,0,Check-Out,2016-06-15
City Hotel,0,127,2016,August,45,10,4,7,11,2,0,0,2,BB,NLD,Online TA,TA/TO,0,0,0,D,D,0,Non Refund,140,22,0,Transient,45.06,0,0,Check-Out,2016-06-15
Resort Hotel,1,79,2016,September,37,16,2,3,5,2,0,0,2,BB,PRT,Corporate,Direct,0,0,0,E,E,0,No Deposit,211,22,0,Transient,86.93,0,1,Canceled,2016-06-15
City Hotel,0,31,2016,January,39,20,1,4,5,2,0,0,2,HB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,492,22,0,Transient,130.12,0,0,Check-Out,2016-06-15
Resort Hotel,0,700,2016,October,12,8,1,2,3,2,0,0,2,BB,PRT,Online TA,Direct,0,0,0,A,D,2,No Deposit,418,0,0,Transient,97.06,0,0,Check-Out,2016-06-15
City Hotel,1,89,2016,November,34,1,1,1,2,1,0,0,1,BB,NLD,Online TA,Direct,1,1,0,C,C,0,No Deposit,114,22,0,Transient-Party,96.93,0,0,Canceled,2016-06-15
City Hotel,1,114,2016,July,45,2,1,3,4,2,0,0,2,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,No Deposit,353,0,0,Transient,81.05,0,1,Canceled,2016-06-15
City Hotel,0,114,2016,September,14,10,1,2,3,2,0,0,2,BB,NLD,Groups,TA/TO,0,0,0,A,A,0,No Deposit,103,22,0,Transient,118.73,0,2,Check-Out,2016-06-15
City Hotel,0,186,2016,July,38,10,0,6,6,1,1,0,2,BB,DEU,Online TA,TA/TO,0,0,3,A,A,1,No Deposit,249,22,0,Transient,127.46,0,0,Check-Out,2016-06-15
City Hotel,1,0,2017,April,16,10,0,1,1,2,0,0,2,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,3,0,10,Transient,93.41,0,0,Canceled,2016-06-15
Resort Hotel,1,24,2017,October,42,9,3,3,6,2,0,0,2,BB,NLD,Online TA,TA/TO,0,0,0,B,B,0,Non Refund,116,0,0,Transient-Party,123.27,0,0,Canceled,2016-06-15
Resort Hotel,0,109,2017,July,11,18,0,5,5,2,0,0,2,HB,NLD,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,18,22,0,Transient,153.32,0,1,Check-Out,2016-06-15
City Hotel,0,225,2017,July,33,2,1,2,3,1,0,1,2,BB,PRT,Groups,Corporate,0,0,0,D,D,0,Non Refund,280,0,0,Transient,76.22,0,0,Check-Out,2016-06-15
City Hotel,1,115,2016,August,15,24,3,6,9,2,0,0,2,BB,PRT,Online TA,TA/TO,0,1,0,A,A,0,No Deposit,137,0,0,Transient,95.75,0,0,Canceled,2016-06-15
City Hotel,1,53,2017,October,48,5,0,1,1,2,0,0,2,BB,BEL,Online TA,TA/TO,1,0,0,A,A,0,No Deposit,277,22,0,Transient,105.79,0,0,Canceled,2016-06-15
City Hotel,1,44,2017,August,42,21,0,3,3,1,0,0,1,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,174,22,0,Transient-Party,95.17,0,0,Canceled,2016-06-15
City Hotel,0,133,2017,April,10,11,3,4,7,1,0,0,1,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,35,22,0,Transient-Party,89.12,0,0,Check-Out,2016-06-15
City Hotel,0,135,2016,June,3,6,2,1,3,1,0,0,1,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,156,0,0,Transient-Party,121.84,0,0,Check-Out,2016-06-15
City Hotel,1,93,2016,December,11,8,1,1,2,2,0,0,2,FB,GBR,Groups,Direct,0,0,0,A,A,0,No Deposit,315,22,0,Transient-Party,98.72,0,1,Canceled,2016-06-15
City Hotel,0,34,2015,July,11,8,1,1,2,2,0,0,2,SC,PRT,Offline TA/TO,TA/TO,0,0,2,E,E,0,No Deposit,224,0,0,Transient,141.43,0,0,Check-Out,2016-06-15
City Hotel,1,259,2015,November,16,25,0,2,2,2,0,0,2,BB,IRL,Online TA,TA/TO,0,0,0,A,E,0,No Deposit,367,0,0,Transient,103.98,0,1,Canceled,2016-06-15
Resort Hotel,0,80,2017,September,38,10,1,1,2,1,0,0,1,BB,ESP,Online TA,TA/TO,0,0,0,A,E,0,No Deposit,60,22,0,Transient,78.03,0,0,Check-Out,2016-06-15
Resort Hotel,0,156,2016,August,30,11,2,1,3,1,0,0,1,BB,NLD,Online TA,GDS,1,0,0,A,A,0,No Deposit,444,0,0,Transient,111.65,0,1,Check-Out,2016-06-15
Resort Hotel,1,24,2017,May,41,19,0,2,2,1,0,0,1,FB,GBR,Offline TA/TO,TA/TO,0,0,0,F,F,0,No Deposit,235,0,0,Transient,163.68,0,0,Canceled,2016-06-15
Resort Hotel,0,42,2016,May,1,25,0,1,1,2,0,0,2,BB,GBR,Groups,TA/TO,0,0,0,D,D,0,Non Refund,241,0,0,Transient-Party,110.52,0,1,Check-Out,2016-06-15
Resort Hotel,0,207,2016,August,38,14,0,7,7,2,0,0,2,SC,PRT,Online TA,Direct,0,0,0,A,B,0,No Deposit,191,0,0,Transient,115.59,0,2,Check-Out,2016-06-15
City Hotel,0,5,2015,June,50,11,0,3,3,1,0,0,1,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,Non Refund,353,0,0,Transient-Party,150.56,0,2,Check-Out,2016-06-15
City Hotel,0,71,2016,September,45,3,2,1,3,2,0,0,2,HB,PRT,Online TA,Direct,0,2,0,A,A,0,No Deposit,468,22,0,Transient,68.8,0,2,Check-Out,2016-06-15
City Hotel,1,65,2016,September,34,1,1,3,4,1,0,0,1,BB,NLD,Online TA,Corporate,0,0,0,A,A,0,No Deposit,351,22,0,Transient,117.6,0,2,Canceled,2016-06-15
City Hotel,1,139,2016,May,19,28,0,4,4,1,0,0,1,BB,NLD,Online TA,Direct,0,2,0,A,A,0,No Deposit,64,0,30,Transient,93.83,0,2,Canceled,2016-06-15
Resort Hotel,1,33,2015,August,34,27,2,1,3,1,0,0,1,BB,IRL,Online TA,Corporate,0,0,0,B,B,0,Non Refund,370,0,0,Transient,59.8,1,1,Canceled,2016-06-15
Resort Hotel,0,24,2017,June,36,21,0,4,4,2,0,0,2,FB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,372,22,0,Transient,101.4,1,0,Check-Out,2016-06-15
Resort Hotel,0,260,2016,May,4,23,4,3,7,1,0,0,1,BB,GBR,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,45,0,0,Contract,109.59,0,0,Check-Out,2016-06-15
City Hotel,0,84,2017,June,10,3,2,4,6,2,0,0,2,BB,PRT,Corporate,TA/TO,0,0,0,A,A,0,No Deposit,297,22,0,Transient,40.29,0,0,Check-Out,2016-06-15
Resort Hotel,0,11,2015,October,17,9,2,3,5,2,0,0,2,BB,PRT,Online TA,TA/TO,1,0,0,A,A,2,No Deposit,211,22,0,Transient,30.02,0,0,Check-Out,2016-06-15
Resort Hotel,0,21,2016,May,16,1,0,3,3,2,0,0,2,BB,GBR,Groups,TA/TO,0,0,0,A,A,0,No Deposit,76,22,0,Transient,78.68,0,2,Check-Out,2016-06-15
City Hotel,0,674,2016,April,21,22,0,1,1,1,0,0,1,HB,FRA,Groups,TA/TO,0,0,0,A,A,0,No Deposit,209,0,0,Transient,118.18,0,2,Check-Out,2016-06-15
City Hotel,0,21,2017,May,28,12,0,2,2,2,0,0,2,FB,FRA,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,273,22,0,Transient,99.74,1,0,Check-Out,2016-06-15
Resort Hotel,0,94,2016,April,8,12,0,2,2,2,0,0,2,BB,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,260,0,0,Transient,159.58,0,0,Check-Out,2016-06-15
City Hotel,0,54,2016,July,29,6,2,1,3,2,0,0,2,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,2,No Deposit,473,22,0,Transient,100.12,0,0,Check-Out,2016-06-15
City Hotel,0,216,2017,March,6,8,0,2,2,2,0,0,2,SC,NLD,Offline TA/TO,TA/TO,0,0,1,A,A,0,Non Refund,477,22,0,Contract,98.38,0,0,Check-Out,2016-06-15
City Hotel,1,140,2015,September,30,3,1,2,3,2,0,0,2,HB,PRT,Groups,TA/TO,0,0,0,F,F,0,Non Refund,275,0,0,Contract,107.25,1,0,Canceled,2016-06-15
City Hotel,0,90,2015,April,2,28,1,1,2,1,0,0,1,Undefined,PRT,Corporate,Direct,0,0,0,A,A,1,Non Refund,196,0,0,Transient,131.51,0,0,Check-Out,2016-06-15
Resort Hotel,0,1,2017,July,47,21,0,1,1,2,0,0,2,BB,GBR,Online TA,Corporate,0,0,0,A,A,0,No Deposit,286,22,0,Transient,80.36,0,3,Check-Out,2016-06-15
Resort Hotel,1,211,2016,February,31,11,0,1,1,2,0,0,2,BB,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,404,0,0,Transient,124.39,0,1,Canceled,2016-06-15
City Hotel,1,58,2016,December,25,26,2,3,5,2,0,0,2,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,47,0,0,Transient-Party,123.75,0,3,Canceled,2016-06-15
City Hotel,1,268,2016,June,23,11,0,2,2,2,0,0,2,BB,GBR,Direct,TA/TO,0,0,0,A,A,0,No Deposit,477,0,0,Transient,82.67,0,0,Canceled,2016-06-15
City Hotel,1,68,2015,September,43,5,0,2,2,2,0,0,2,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,45,22,0,Transient,139.98,0,0,Canceled,2016-06-15
City Hotel,0,118,2015,September,21,24,2,1,3,2,0,0,2,BB,NLD,Direct,TA/TO,0,0,0,A,A,0,No Deposit,276,0,0,Transient,130.61,0,3,Check-Out,2016-06-15
City Hotel,0,7,2016,August,16,7,1,4,5,2,0,0,2,SC,PRT,Direct,TA/TO,0,0,0,D,D,0,No Deposit,139,0,0,Transient,144.61,0,0,Check-Out,2016-06-15
City Hotel,1,136,2017,September,4,19,2,3,5,2,0,0,2,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,192,0,0,Transient,128.57,0,0,Canceled,2016-06-15
City Hotel,1,41,2016,February,43,7,2,2,4,1,0,0,1,BB,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,491,0,0,Transient,152.88,0,1,Canceled,2016-06-15
City Hotel,1,43,2016,August,46,10,2,1,3,2,0,0,2,BB,PRT,Online TA,TA/TO,1,0,0,A,A,0,No Deposit,244,22,0,Transient,126.44,0,1,Canceled,2016-06-15
Resort Hotel,0,12,2017,April,8,8,0,3,3,1,0,0,1,BB,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,20,0,0,Transient,45.91,0,2,Check-Out,2016-06-15
City Hotel,1,15,2016,September,6,21,1,5,6,2,0,0,2,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,31,22,0,Transient,35.05,0,1,Canceled,2016-06-15
Resort Hotel,1,20,2017,November,27,27,1,1,2,2,0,0,2,BB,PRT,Groups,Corporate,0,0,0,A,A,0,No Deposit,277,0,0,Transient,112.84,0,3,Canceled,2016-06-15
Resort Hotel,0,39,2017,October,51,21,2,3,5,2,1,0,3,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,103,0,0,Transient,147.0,0,1,Check-Out,2016-06-15
City Hotel,0,222,2016,February,36,14,1,2,3,2,0,0,2,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,498,22,0,Transient-Party,55.2,0,0,Check-Out,2016-06-15
Resort Hotel,1,45,2016,May,36,27,1,1,2,2,0,0,2,BB,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,175,0,0,Transient,113.19,0,1,Canceled,2016-06-15
Resort Hotel,1,128,2017,May,24,1,1,3,4,2,0,0,2,SC,FRA,Offline TA/TO,TA/TO,0,0,0,G,C,0,Non Refund,308,22,0,Contract,142.28,0,0,Canceled,2016-06-15
Resort Hotel,1,8,2017,February,6,13,0,1,1,2,0,0,2,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,459,0,0,Transient,66.1,0,0,Canceled,2016-06-15
City Hotel,1,89,2016,February,43,24,2,3,5,2,0,1,3,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,199,22,0,Transient,95.92,0,0,Canceled,2016-06-15
City Hotel,0,65,2015,May,33,6,0,2,2,2,2,0,4,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,44,22,0,Transient,117.57,0,0,Check-Out,2016-06-15
City Hotel,0,381,2016,December,2,6,2,3,5,1,0,0,1,FB,PRT,Direct,TA/TO,0,0,0,A,A,0,No Deposit,473,22,0,Transient,58.99,0,2,Check-Out,2016-06-15
Resort Hotel,0,187,2016,July,41,21,1,1,2,2,0,0,2,BB,PRT,Groups,Direct,0,0,0,D,D,0,No Deposit,485,0,0,Transient,145.24,0,0,Check-Out,2016-06-15
City Hotel,0,60,2016,August,16,5,1,2,3,4,0,0,4,BB,FRA,Groups,TA/TO,0,0,0,A,A,0,No Deposit,85,22,0,Group,106.85,0,1,Check-Out,2016-06-15
City Hotel,0,149,2016,June,38,3,1,1,2,1,0,0,1,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,264,0,0,Transient-Party,98.47,0,2,Check-Out,2016-06-15
Resort Hotel,0,21,2017,August,9,12,0,2,2,2,0,0,2,BB,FRA,Online TA,Corporate,0,0,0,A,A,1,No Deposit,266,22,0,Transient-Party,47.12,0,1,Check-Out,2016-06-15
City Hotel,1,82,2016,November,51,15,2,1,3,1,0,0,1,BB,FRA,Online TA,TA/TO,0,0,0,D,D,2,No Deposit,55,22,0,Transient,109.01,0,1,Canceled,2016-06-15
Resort Hotel,0,7,2017,July,5,3,0,1,1,3,0,0,3,BB,PRT,Online TA,TA/TO,0,0,0,G,E,0,No Deposit,355,0,0,Transient,69.65,1,0,Check-Out,2016-06-15
City Hotel,0,42,2015,February,10,16,0,1,1,2,0,0,2,HB,NLD,Online TA,TA/TO,0,0,0,A,A,0,Non Refund,348,0,0,Transient,139.91,0,0,Check-Out,2016-06-15
City Hotel,0,25,2015,June,30,18,0,4,4,3,0,0,3,BB,NLD,Groups,TA/TO,0,0,0,D,D,0,Non Refund,2,22,0,Transient,113.03,0,1,Check-Out,2016-06-15
City Hotel,0,126,2016,December,7,9,0,3,3,1,0,0,1,BB,PRT,Online TA,TA/TO,0,0,0,A,C,0,No Deposit,294,22,0,Transient,58.98,0,0,Check-Out,2016-06-15
Resort Hotel,0,67,2015,May,29,8,0,1,1,2,0,0,2,BB,PRT,Groups,TA/TO,0,0,0,E,E,0,No Deposit,43,22,0,Transient-Party,65.84,0,0,Check-Out,2016-06-15
City Hotel,0,139,2016,July,2,11,0,2,2,2,0,0,2,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,478,0,0,Transient,99.47,0,1,Check-Out,2016-06-15
City Hotel,0,72,2017,February,20,3,1,3,4,2,0,0,2,BB,DEU,Groups,TA/TO,0,0,0,A,E,0,No Deposit,469,22,0,Transient-Party,123.18,0,2,Check-Out,2016-06-15
City Hotel,1,9,2016,March,4,5,1,5,6,2,0,0,2,BB,DEU,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,80,22,0,Transient,129.11,0,1,Canceled,2016-06-15
City Hotel,1,132,2017,October,28,10,2,1,3,2,0,0,2,BB,DEU,Online TA,TA/TO,1,0,0,D,D,0,No Deposit,105,0,0,Transient,47.65,0,2,Canceled,2016-06-15
City Hotel,0,179,2016,May,8,5,0,2,2,2,0,0,2,BB,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,2,No Deposit,108,22,0,Transient,90.4,0,0,Check-Out,2016-06-15
Resort Hotel,0,233,2015,May,35,8,0,3,3,2,0,0,2,BB,GBR,Online TA,TA/TO,0,0,0,D,D,2,No Deposit,296,22,0,Transient,65.98,0,0,Check-Out,2016-06-15
City Hotel,0,84,2016,May,2,6,0,1,1,2,0,0,2,BB,NLD,Online TA,TA/TO,0,0,0,B,B,0,No Deposit,155,22,0,Transient,137.32,0,0,Check-Out,2016-06-15
City Hotel,1,140,2017,December,41,23,2,1,3,2,0,0,2,BB,NLD,Groups,TA/TO,0,0,0,A,A,0,No Deposit,99,22,0,Transient,98.03,0,1,Canceled,2016-06-15
